"522","EURX","GRD","DEM","81999898","100","1","","00000000"
"506","INT","GBP","ESP","81999898","1","100","","00000000"
"106","M","FIM","IEP","80009898","1","1","EURO","00000000"
"506","INT","NLG","NLG","81999898","1","1","","00000000"
"106","M","FIM","ITL","80009898","1","1","EURO","00000000"
"506","INT","PTE","ESP","81999898","1","1","","00000000"
"106","M","FRF","ESP","80009898","1","1","EURO","00000000"
"506","INT","RUR","BEF","81999898","1","1","","00000000"
"522","EURX","HRK","DEM","81999898","100","1","","00000000"
"106","M","FRF","IEP","80009898","1","1","EURO","00000000"
"506","INT","SGD","BEF","81999898","1","1","","00000000"
"522","EURX","HUF","DEM","81999898","100","1","","00000000"
"106","M","FRF","ITL","80009898","1","1","EURO","00000000"
"506","INT","SGD","ESP","81999898","1","1","","00000000"
"522","EURX","JPY","DEM","81999898","100","1","","00000000"
"106","M","GBP","FIM","80009898","1","1","EURX","00000000"
"506","INT","USD","BEF","81999898","1","100","","00000000"
"522","EURX","MXN","DEM","81999898","100","1","","00000000"
"506","INT","USD","ESP","81999898","1","100","","00000000"
"106","M","GBP","IEP","80009898","1","1","EURX","00000000"
"522","EURX","NOK","DEM","81999898","100","1","","00000000"
"507","B","CAD","BEF","81999898","1","1","","00000000"
"106","M","GBP","ITL","80009898","1","1","EURX","00000000"
"522","EURX","RUB","DEM","81999898","100","1","","00000000"
"507","B","CAD","ESP","81999898","1","1","","00000000"
"106","M","GRD","FIM","79989898","100","1","EURO","00000000"
"522","EURX","SEK","DEM","81999898","100","1","","00000000"
"507","B","USD","BEF","81999898","1","1","","00000000"
"106","M","GRD","FIM","80009898","100","1","EURX","00000000"
"522","EURX","ZAR","DEM","81999898","1","1","","00000000"
"507","B","USD","ESP","81999898","1","1","","00000000"
"106","M","GRD","IEP","79989898","1","1","EURO","00000000"
"522","P","EUR","DEM","81999898","1","1","EURO","00000000"
"507","G","CAD","BEF","81999898","1","1","","00000000"
"106","M","GRD","IEP","80009898","1","1","EURX","00000000"
"507","G","CAD","ESP","81999898","1","1","","00000000"
